Year,Month,Title,Director,Cast,Genre
2018,FEB,Awe,Prashanth Varma,"Kajal Aggarwal, Nithya Menen, Regina Cassandra, Eesha Rebba, Srinivas Avasarala, Murali Sharma",Psychological Thriller
2018,APR,Ameerpet 2 America,Challa Bhanu Kiran   Rammohan Komanduri,"Tejas, Pallavi Dora, Vamsi Krishna, Vamshi Koduri, Meghana Lokesh, Sasha Singh, Mahita Beeram",Romantic drama
2018,FEB,Manasuku Nachindi,Manjula Ghattamaneni,"Sundeep Kishan, Amyra Dastur, Tridha Choudhury, Adith Arun, Priyadarshi Pullikonda",Romance
2018,APR,Mercury,Karthik Subbaraj,"Prabhu Deva, Sananth Reddy, Remya Nambeesan, Deepak Paramesh, Shashank Purushotham, Anish Padmanabhan, Indhuja",Silent Horror Thriller
2018,JUL,Pantham,K. Chakravarthy,"Gopichand, Mehreen Pirzada, Sampath Raj, Jayaprakash Reddy",Action
2018,JUL,Aghora,Rao Durgam,"Yuvaraj Rejeti, Nagendra Babu, Ponnambalam, Uttej, Jackee",Horror
2018,JUL,Divya Mani,Giridhar Gopal,"Suresh Kamal, Vaishali Deepak",Action
2018,JUL,Tej I Love You,A. Karunakaran,"Sai Dharam Tej, Anupama Parameswaran, Surekha Vani, Jayaprakash, Pavitra Lokesh",Romantic drama
2018,JUL,RX 100 (film),Ajay Bhupathi,"Karthikeya, Payal Rajput, Rao Ramesh, Ramki",Action
2018,JUL,Aatagadharaa Siva,Chandra Siddharth,"Hyper Aadi, Chandra",Drama
2018,JUL,Lover¿',Aneesh Krishna,"Raj Tarun, Riddhi Kumar",Romance
2018,JUL,Wife of Ram,Vijay Yelakanti,"Lakshmi Manchu, Samrat Reddy",Thriller
2018,JUL,Saakshyam,Sriwass,"Bellamkonda Sreenivas, Pooja Hegde, Sarath Kumar, Meena, Jagapathi Babu, Ravi Kishan, Ashutosh Rana",Fantasy-Thriller
2018,JUL,Happy Wedding,Lakshman Karya,"Sumanth Ashwin, Niharika Konidela, Naresh, Murli Sharma",Drama
2018,AUG,Brand Babu,Prabhakar Podakandla,"Sumanth Shailendra, Eesha Rebba, Nalini, Murli Sharma",Romantic comedy
2018,AUG,Chi La Sow,Rahul Ravindran,"Sushanth, Ruhani Sharma, Vennela Kishore, Anu Haasan, Vidyullekha Raman",Romantic drama
2018,AUG,Devi Vigraham,Raju Shetty,,Drama
2018,APR,Krishnarjuna Yuddham,Merlapaka Gandhi,"Nani, Anupama Parameswaran, Rukshar Mir, Brahmaji",Drama Action
2018,AUG,Goodachari,Sashi Kiran Tikka,"Adivi Sesh, Sobhita Dhulipala, Prakash Raj, Jagapathi Babu, Madhu Shalini, Vennela Kishore",Spy - Thriller
2018,JUN,Shambho Shankara,N. Sreedhar,"Shakalaka Shankar, Karunya Chowdhary, Ajay Ghosh, Ravi Prakash",Drama
2018,JUN,Sanjeevani,Ravi Vide,"Anuraag Dev, Manoj Chandra, Swetaa Varma",Adventure - Thriller
2018,JUL,Vijetha,Rakesh Shashii,"Kalyaan Dhev, Malavika Nair, Murali Sharma, Nassar",Action
2018,MAY,Mehbooba,Puri Jagannadh,"Akash Puri, Neha Shetty, Vishnu Reddy, Sayaji Shinde",War/ Romance
2018,JUN,Ee Nagariniki Emaindi,Tharun Bhascker,"Vishwak Sen, Sai Sushanth, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose",Buddy comedy
2018,APR,Kanam,A. L. Vijay,"Sai Pallavi, Veronica Arora, Naga Shourya, Nizhalgal Ravi",Thriller-Horror
2018,APR,Endaro Mahanubhavulu,Thallada Sai Krishna,"Thallada Sai Krishna, Anisha, Indu, Shalini, Tanikella Bharani",Romance
2018,APR,Junction Lo Jayamalini,Narra Sivanageswara Rao,"Ravikanth, Kavya Kapoor",Romance
2018,MAY,"Naa Peru Surya, Naa Illu India",Vakkantham Vamsi,"Allu Arjun, Anu Emmanuel, Arjun Sarja, R. Sarathkumar, Boman Irani, Thakur Anoop Singh, Pradeep Rawat, Rao Ramesh",Action
2018,MAY,Annadata Sukhibhava,R. Narayana Murthy,R. Narayana Murthy,Drama
2018,MAY,Seenugadi Prema,R. K.,"Srinivasa Rao, Bindu Barbie",Romance
2018,APR,Bharat Ane Nenu,Koratala Siva,"Mahesh Babu, Kiara Advani, Prakash Raj, R. Sarathkumar, Devaraj, P. Ravi Shankar, Rao Ramesh, Yashpal Sharma",Political Thriller
2018,MAY,Nela Ticket,Kalyan Krishna,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj, Priyadarshi Pullikonda, Ali",Action drama
2018,MAY,Ammamma Gari Illu,Sundar Surya,"Naga Shourya, Shamili, Sumithra, Rao Ramesh, Posani Krishna Murali",Family drama
2018,JUN,Officer,Ram Gopal Varma,"Nagarjuna Akkineni , Myra Sareen, Sayaji Shinde, Feroz Abbasi",Crime
2018,JUN,Raju Gadu,Sanjana Reddy,"Raj Tarun , Amyra Dastur, Rajendra Prasad, Sithara, Rao Ramesh",Romantic Comedy
2018,JUN,Best Lovers,Nandi Venkat Reddy,"Sri Karan, Amrutha, Divya",Romance
2018,JUN,Naa... Nuvve,Jayendra Panchapakesan,"Nandamuri Kalyan Ram, Tamannaah, Posani Krishna Murali, Tanikella Bharani, Surekha Vani",Romance
2018,JUN,Sammohanam,Mohan Krishna Indraganti,"Sudheer Babu, Aditi Rao Hydari, Shishir Sharma, Pavitra Lokesh, Tanikella Bharani",Coming of Age Lovestory
2018,JUN,Jamba Lakidi Pamba,J. B. Murali Krishna,"Srinivas Reddy, Siddhi Idnani, Posani Krishna Murali, Vennela Kishore, Raghu Babu",Comedy
2018,APR,Achari America Yatra,G. Nageswara Reddy,"Vishnu Manchu, Pragya Jaiswal, Brahmanandam, Posani Krishna Murali",Comedy drama
2019,OCT,Sarovaram,Suresh Yadavalli,"Vishal Punna, Priyanka Sharma, Sri Latha, Tanikella Bharani",Thriller
2019,OCT,Raahu,Subbu Vedula,"AbeRaam Varma, Kriti Garg, Chalaki Chanti, kalikeya Prabhakar",Crime Thriller
2019,NOV,Tholubommalata,Vishwanath Maganti,"Rajendra Prasad, Viswant, Harshitha Chowdary, Vennela Kishore",Drama
2019,OCT,Operation Gold Fish,Sai Kiran Adivi,"Aadi, Sasha Chettri, Nithya Naresh, Karthik Raju",Action
2019,OCT,Thupaki Ramudu,T. Prabhakar,"Bithiri Sathi, Priya",Comedy
2019,OCT,Malli Malli Chusa,Hemanth Karthik,"Anurag Konidena, Shweta Avasthi, Kairavi Thakkar",Romantic Drama
2019,OCT,Raju Gari Gadhi 3,Ohmkar,"Ashwin Babu, Avika Gor, Ali, Brahmaji, Urvashi, Ajay Ghosh, Prabhas Sreenu, Hari Teja, Dhanraj",Horror Thriller
2019,OCT,Vanavasam,Bharath Kumar P & Narendra,"Naveenraj Sankarapu, Shashi Kanth, Sravya, Sruthi",Drama
2019,NOV,Ragala 24 Gantallo,Srinivasa Reddy,"Eesha Rebba, Satyadev Kancharana, Srikanth, Ganesh Venkatraman, Rao Ramesh",Thiriller Drama
2019,NOV,Dandupalyam 4,K. T. Nayak,"Suman Ranganathan, Mumaith Khan, Petrol Prasanna, Venkat",Crime drama
2019,NOV,Meeku Maathrame Cheptha,Shammer Sulthan,"Tharun Bhascker Dhaassyam, Anasuya Bharadwaj, Abhinav Gomatham, Avantika Mishra, Pavani Gangireddy",Comedy
2019,NOV,Planning,B. L. Prasad,"Mahindra, Kulkarni Mamata, Alisha, Ranga Sai, Adith Chaitanya Reddy",Drama
2019,NOV,Thipparaa Meesam,Krishna Vijay,Sree Vishnu,"Action, Romance, Adventure, Mystery"
2019,NOV,Tenali Ramakrishna BA. BL,G. Nageswara Reddy,"Sundeep Kishan, Hansika Motwani, Varalaxmi Sarathkumar, Raghu Babu, Murali Sharma",Comedy Drama
2019,NOV,George Reddy,B. Jeevan Reddy,"Sandeep Madhav, Shrinivas Pokale, Satyadev Kancharana, Devika Daftardar, Muskaan Khubchandani, Pawon Ramesh, Manoj Nandam, Thiruveer, Abhay Bethiganti, Bunny Abiran, Laxman meesala, Yadamma Raju, Jagadeesh, Sanjay Reddy",Biographical filmPolitical thriller Drama
2019,OCT,Krishna Rao Supermarket,Sreenath Pulakuram,"Kriishna, Elsa Ghosh, Tanikella Bharani, Ravi Prakash, Sana, Gowtham Raju",Thriller
2019,NOV,Aaviri,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha",Horror-Thriller
2019,OCT,RDX Love,Bhanu Shankar,"Tejus Kancherla, Payal Rajput, Dr V.K. Naresh, Mumaith Khan",Romantic Drama
2019,AUG,Ranarangam,Sudheer Varma,"Sharwanand, Kajal Aggarwal, Kalyani Priyadarshan",crime action thriller
2019,OCT,Oorantha Anukuntunnaru,Balaji,"Srinivas Avasarala, Nawin Vijaya Krishna, Megha Chowdhury, Sophiya Singh",Family Drama
2019,NOV,Pichhodu,Hemanth Srinivas,"Kranthi, K Simar, Posani Krishna Murali, Sameer, Satya Krishna, Abhay, Apparao, Achanta Mahesh, Durga",Drama
2019,AUG,Kobbari Matta,Rupak Ronaldson,"Sampoornesh Babu, Ishika Singh, Gayatri Gupta",Romantic comedy
2019,AUG,Evaru,Venkat Ramji,"Adivi Sesh, Regina Cassandra, Naveen Chandra, Murali Sharma",Crime drama thriller
2019,AUG,Boy,Amar Viswaraj,"Lakshya Sinha, Sahithi, Vinay Varma","Drama, Comedy"
2019,AUG,Edaina Jaragocchu,K. Rama Kanth,"Bobby Simha, Sasha Singh, Ajay Ghosh, Vijay Raja","Horror, Comedy"
2019,AUG,Kousalya Krishnamurthy,Bhimaneni Srinivasa Rao,"Aishwarya Rajesh, Rajendra Prasad, Karthik Raju",Sports-drama
2019,AUG,Nene Kedi No.1,Johni,"Shakalaka Shankar, Khushi Gadhvi, Gurleen Chopra, Mukul Dev","Action, Drama"
2019,AUG,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Neil Nitin Mukesh, Arun Vijay, Jackie Shroff, Chunky Pandey, Mahesh Manjrekar, Lal, Mandira Bedi, Murali Sharma, Vennela Kishore, Evelyn Sharma, Supreeth",Action Thriller
2019,OCT,Evvarikee Cheppoddu,Basava Shanker,"Rakesh Varre, Gargeyi Yellapragada, Vamsi Nakkanti",Romantic Comedy
2019,SEP,Jodi,Viswanath Arigella,"Aadi Saikumar , Shraddha Srinath",Romantic Family Drama
2019,SEP,Gaddalakonda Ganesh,Harish Shankar,"Varun Tej, Atharvaa, Pooja Hegde",Action
2019,SEP,Nenu Naa Nagarjuna,R. B. Gopal,"Mahesh Achanta, Somi Verma, Suman Shetty",Comedy
2019,SEP,Pandugadi Photo Studio,Dileep Raj,"Ali, Babu Mohan, Bhavya Sri, Jeeva",Comedy
2019,SEP,Rama Chakkani Seetha,Sriharsha Manda,"Indhra, Sukrutha Wagle, Ravi Babu, Rahul Sipligunj",Romantic comedy
2019,SEP,Rayalaseema Love Story,Ram Ranadheer,"Venkat, Pavani, Hrishali",Romance Action
2019,SEP,Ninnu Thalachi,Anil Thota,"Vamsi Yakasiri, Stefy Patel",Romance
2019,OCT,Sye Raa Narasimha Reddy,Surender Reddy,"Chiranjeevi, Nayanthara, Tamannaah, Jagapati Babu,  Sudeep, Vijay Sethupathi",Historical War
2019,OCT,Chanakya,Thiru,"Gopichand, Mehreen Pirzada, Zareen Khan, Rajesh Khattar",Action Thriller
2019,SEP,Gang Leader,Vikram Kumar,"Nani, Karthikeya, Priyanka Arul Mohan, Lakshmi, Saranya, Anish Kuruvilla, Priyadarshi, Raghubabu, Vennela Kishore",Action drama
2019,NOV,Beach Road Chetan,Chetan MaddineniChakravarty Devulapalli,"Chetan Maddineni, Razia Abdul, Anjali, Suja Ansari",Drama
2019,DEC,Mr. KK,Rajesh Selva,Kadaram Kondan,Tamil
2019,NOV,Ranasthalam,Adhi Aravala,"Satyam Rajesh, Jabardasth Appa Rao, Chatrapathi Sekhar, Shalu",Drama
2019,DEC,Puli Joodham,B. Unnikrishnan,Villain,Tamil
2019,DEC,Sahasaputrudu,Neil Marshall,Hellboy,English
2019,DEC,The Curse of the Weeping Woman,Michael Chaves,The Curse of La Llorona,English
2019,DEC,Kanchana 3,Raghava Lawrence,Kanchana 3,Tamil
2019,DEC,Tulasi Krishna,Sukhesh Nayak,Krishna Thulasi,Kannada
2019,DEC,Evadu Thakkuva Kaadu,Raghu Jaya,Golisoda,Kannada
2019,DEC,Nagakanya,L. Suresh,Neeya 2,Tamil
2019,DEC,Lisaa,Raju Vishwanath,Lisaa,Tamil
2019,DEC,X-Men: Dark Phoenix,Simon Kinberg,Dark Phoenix,English
2019,DEC,URI - The Surgical Strike,Aditya Dhar,Uri: The Surgical Strike,Hindi
2019,DEC,I Love You,R. Chandru,I Love You,Kannada
2019,DEC,The Lion King,Jon Favreau,The Lion King,English
2019,AUG,Manmadhudu 2,Rahul Ravindran,"Akkineni Nagarjuna, Rakul Preet Singh, Vennela Kishore, Lakshmi, Rao Ramesh",Romantic comedy
2019,DEC,Ayogya,Venkat Mohan,Ayogya,Tamil
2019,DEC,Rambo: Last Blood,Adrian Grunberg,Rambo: Last Blood,English
2019,DEC,Khaidi,Lokesh Kanagaraj,Kaithi,Tamil
2019,DEC,Vijay Sethupathi,Vijay Chandar,Sangathamizhan,Tamil
2019,DEC,Love Game,Adhiroopan,Mupparimanam,Tamil
2019,DEC,Captain Marvel,Anna Boden,Captain Marvel,English
2019,DEC,Sarvam Thaala Mayam,Rajiv Menon,Sarvam Thaala Mayam,Tamil
2019,DEC,Lovers Day,Omar Lulu,Oru Adaar Love,Malayalam
2019,NOV,Arjun Suravaram,T. N. Santhosh,"Nikhil Siddharth, Lavanya Tripathi, Tarun Arora, Vennela Kishore",Mystery - Thriller
2019,NOV,Raja Vaaru Rani Gaaru,Ravi Kiran Kola,"Kiran Abbavaram, Rahasya Gorak, Rajkumar Kasireddy, Yazurved Gurram, Snehamadhuri Sharma, Divya Narni",Romantic Drama
2019,NOV,Raghupathi Venkaiah Naidu,Babji,"Naresh, Vahini, Tanikella Bharani, Maharshi Raghava, Muni Chandra, Satyapriya, Bhavana, Akhil, Geddayya, Sai Kanth, Devaraj, Chakrapaani, Taara Singh",Biographical film
2019,DEC,Miss Match,N V Nirmal Kumar,"Uday Shankar, Aishwarya Rajesh, Pradeep Rawat, Sanjay Swaroop, Master Adhiroh, Naga Mahesh",Romantic drama
2019,DEC,Bhagyanagara Veedhullo Gammathu,Srinivasa Reddy,"Srinivasa Reddy, Dollysha, Vennela Kishore, Satya, Shakalaka Shankar, Chitram Seenu, Suman Setty, Raghu Babu, Jhansi, Satyam Rajesh, Viva Harsha, Praveen, Racha Ravi, Hyper Aadi",Comedy drama
2019,DEC,Ashwamedham,Nitin Gawde,"Dhruva Karunakar, Priyadarshi Pulikonda, Vennela Kishore, Suman, Sonyaa, Shivangi, Ambati Arjun, Prachi",Action Thriller
2019,DEC,90 ML,Sekhar Reddy Yerra,"Kartikeya, Neha Solanki, Ravi Kishan, Rao Ramesh, Ali, Posani Krishna Murali, Ajay, Kalakeya Prabhakar, Sathya Prakash, Pragathi, Praveen, Raghu Karumanchi, Nellore Sudharshan, Thagubothu Ramesh, Roll Rida, Duvvasi Mohan",Action/Romantic
2019,DEC,Amma Rajyam Lo Kadapa Biddalu,Ram Gopal Varma,"Ajmal Ameer, Brahmanandam, Ali, Dheeraj Kv, Dhananjay Prabhune, Mahesh Kathi, Swapna, Dhanraj, Prudhvi Raj, Jaffar Babu",Political thriller
2019,NOV,Traap,V S Phanindra,"Brahmaji, Mahendra, Katyayani Sharma, Shalu, Racha Ravi",Drama
2019,DEC,Venky Mama,K. S. Ravindra,VenkateshNaga ChaitanyaRaashi KhannaPayal RajputPrakash RajNassarRao Ramesh,Family drama
2019,DEC,Prati Roju Pandage,Maruthi Dasari,"Sai Dharam Tej, Raashi Khanna, Sathyaraj, Rao Ramesh, Vijayakumar, Murali Sharma, Ajay, Hari Teja, Satyam Rajesh, Bharath Reddy, Suhas",Family Drama
2019,DEC,Iddari Lokam Okate,G.R. Krishna,"Raj Tarun, Shalini Pandey, Nassar, Master Bharath",Romance/Drama
2019,DEC,Mathu Vadalara,Ritesh Rana,"Sri Simha, Naresh Agastya, Athulya Chandra, Vennela Kishore, Sathya, Brahmaji",Mystery Drama
2019,DEC,Software Sudheer,P Rajasekhar Reddy,"Sudigali Sudheer, Dhanya Balakrishna, Nassar, Sayaji Shinde, Indraja, Posani Krishna Murali, Siva Prasad",Romance/Drama
2019,DEC,Lady Tiger,Shyamaprasad,Elektra,Malayalam
2019,DEC,Ranarangam,Saran K Adwaithan,Kalathur Gramam,Tamil
2019,DEC,Amavasya,Bhushan Patel,Amavas,Hindi
2019,DEC,Vicharana,Vetrimaaran,Visaranai,Tamil
2019,DEC,Ruler,K. S. Ravikumar,"Nandamuri Balakrishna, Sonal Chauhan, Vedhika, Prakash Raj, Jayasudha, Bhumika Chawla, Sayaji Shinde, Raghu Babu, Srinivas Reddy",Action
2019,AUG,Kathanam,Rajesh Nadendla,"Anasuya Bharadwaj, Srinivas Avasarala, Vennela Kishore",Mystery thriller
2019,MAY,ABCD – American Born Confused Desi,Sanjeev Reddy,"Allu Sirish, Rukshar Dhillon, Nagendra Babu, Master Bharath, Kota Srinivasa Rao",Comedy drama
2019,AUG,Guna 369,Arjun Jandhyala,"Karthikeya, Anagha LK, Adithya Menon, Shivaji Raja",Action
2019,MAR,Bilalpur Police Station,Naga Sai Makham,"Srinath Maganti, Saanvie Meghana, Goreti Venkanna, R. S. Nanda",Action drama
2019,MAR,College Poragallu,Annam Chandrashekar,"Mallikarjun, Kavitha Mahato",Romantic drama
2019,MAR,Jessie,Ashwani Kumar. V,"Abhinav Gomatam, Atul Kulkarni, Kabir Duhan Singh, Pavani Gangireddy, Archana Shastry, Abhishek Maharshi",Horror
2019,MAR,Magnet,Adishesha Sai Reddy,"Sakshi Chowdhary, Posani Krishna Murali, Jabardasth Srinu, Akshitha",Drama
2019,MAR,Manasa Vaacha,M. V. Prasad,"Chaitu Shantharam, Pallak Lalwani",Romance
2019,MAR,Pranam Khareedu,P. L. K. Reddy,"Prashanth, Avantika, Taraka Ratna",Action
2019,MAR,Where Is The Venkatalakshmi,Kishore Kumar,"Raai Laxmi, Pujita Ponnada, Ram Karthik, Praveen, Madhunandan",Horror comedy
2019,MAR,Prematho Cheppana,Ranga Ravinder Gupta,"Udaytej, Bhanu Sri Mehra",Drama
2019,MAR,Adhrushyam,Ravi Prakash Krishnamsetty,"Jaan, Angana Roy, Kalpana, Jabardasth Appa Rao, R. P. Vinod",Drama
2019,MAR,Cheddi Gang,Kanagala Ramesh Chowdhary,"Srinivasa Reddy, Devan, Baburaj",Drama
2019,MAR,Chikati Gadilo Chithakotudu,Santhosh Jayakumar,"Adith Arun, Bhagyashree Mote, Madhumitha, Nikki Tamboli, Posani Krishna Murali, Rajendran",Adult comedy
2019,MAR,Vinara Sodara Veera Kumara,Sateesh Chandra Nadella,"Srinivas Sai, Priyanka Jain, Uttej, Jhansi",Drama
2019,MAR,Lakshmi's NTR,Ram Gopal VarmaAgasthya Manju,"P. Vijay Kumar, Yagna Shetty, Sritej",Biographical film
2019,MAR,Suryakantham,Pranith Bramandapally,"Rahul Vijay, Niharika Konidela, Shivaji Raja, Suhasini Maniratnam",Romance
2019,APR,Majili,Shiva Nirvana,"Naga Chaitanya Akkineni, Samantha Akkineni and Divyansha Kaushik","Sports, Romance, Drama"
2019,APR,Prema Katha Chitram 2,Hari Krishna,"Sumanth Ashwin, Nandita Swetha",Comedy Horror Romance
2019,APR,Chitralahari,Kishore Tirumala,"Sai Dharam Tej, Kalyani Priyadarshan, Nivetha Pethuraj, Sunil",Romance
2019,MAR,Ashok Reddy,Nandi Venkat Reddy,"Rajanikanthi Kathi, Rambhaa",Action drama
2019,APR,Runam,Srinivas Gundareddy,"Gopi Krishna, Priyanka Augustine, Mahendar, Shilpa",Romance
2019,MAR,Aa Nimisham,Kala Rajesh,"Prasad Reddy, Ranisree",Drama
2019,FEB,Prementha Panichese Narayana,Jonnalagadda Srinivasa Rao,"Harikrishna Jonnalagadda, Akshitha, Jhansi",Romantic drama
2019,DEC,Dabangg 3,Prabhu Deva,Dabangg 3,Hindi
2019,JAN,Ajay Passayyadu,Prem Deepak,"Aman Singh, Jhansi, Sai Ketan, Sivannarayana",Drama
2019,JAN,Natana,Bharathi Babu,"Bhanuchander, Mahidar, Sravya Rao, Raghu Babu, Prabhas Sreenu",Drama
2019,JAN,N.T.R: Kathanayakudu,Krish,"Nandamuri BalakrishnaVidya Balan, Rana DaggubatiSumanthRakul Preet SinghNithya MenenHansika Motwani",Biographical film
2019,JAN,Vinaya Vidheya Rama,Boyapati Srinu,Ram CharanKiara AdvaniVivek OberoiPrasanthSnehaMahesh Manjrekar,Action
2019,JAN,F2 – Fun and Frustration,Anil Ravipudi,VenkateshVarun TejTamannaah BhatiaMehreen PirzadaPrakash RajNassarRajendra PrasadVennela Kishore,Family-Comedy
2019,JAN,Kothaga Maa Prayanam,Ramana Mogili,"Yamini Bhaskar, Priyanth, Bhanu, Karunya Chowdhary, Jeeva, Giridhar",Romance
2019,JAN,Mr. Majnu,Venky Atluri,"Akhil Akkineni, Nidhhi Agerwal",Romance
2019,FEB,Akkadokaduntadu,Sri Paada Viswak,"Siva Kantamaneni, Ram Karthik, Vinod Kumar, Ravi Babu",Action drama
2019,FEB,Bichagada Majaka,K. S. Nageswara Rao,"Arjun Reddy, Neha Deshpande, Suman, Babu Mohan",Romantic drama
2019,FEB,Gamer,Rajesh Tadakala,"Sraneeth Raj, Kalyani Patel",Comedy drama
2019,FEB,Sakala Kala Vallabhudu,Siva Ganesh,"Tanishq Reddy, Meghla Muktha, Suman, Jeeva",Romantic drama
2019,FEB,Nuvvu Thopu Raa,Harinath Babu B,"Sudhakar Komakula, Nithya Shetty",Romance
2019,FEB,Yatra,Mahi V. Raghav,"Mammootty, Suhasini Maniratnam, Anasuya Bharadwaj, Jagapati Babu, Sachin Khedekar",Biographical film
2019,FEB,4 Letters,R. Raghuraj,"Eeshwar, Tuya Chakraborthy, Posani Krishna Murali, Anikitha Maharaana",Romantic comedy
2019,FEB,Mithai,Prashant Kumar,"Priyadarshi Pullikonda, Kamal Kamaraju, Swetaa Verma, Gayatri Gupta",Comedy
2019,FEB,N.T.R: Mahanayakudu,Krish,"Nandamuri Balakrishna, Vidya Balan",Biographical film
2019,MAR,Akkadokaduntadu,Sri Paada Viswaak,"Ram Karthik, Vinod Kumar, Ravi Babu, Alekhaaya, Siva Harish",Action Drama
2019,APR,Jersey,Gowtham Tinnanuri,"Nani, Shraddha Srinath, Sathyaraj, Rao Ramesh, Sampath Raj",Sports -Drama
2019,APR,Danger Love Story,Shekar Chandra,"Khayyum Gaurav, Adia, Madhulagna Das, Jabardasth Appa Rao",Drama
2019,APR,Diksoochi,Dilip Kumar Salvadi,"Dilip Kumar Salvadi, Chandni Bhagwanani, Sammeta Gandhi, Chatrapathi Shekar",Crime thriller
2019,JUN,Brochevarevarura,Vivek Athreya,"Sree Vishnu, Rahul Ramakrishna, Nivetha Thomas, Satyadev Kancharana, Priyadarshi Pulikonda",Crime Comedy
2019,JUN,Captain Rana Prathap,Haranath Policherla,"Haranath Policherla, Puneet Issar, Nishi Gandha",Action drama
2019,JUN,Kalki,Prasanth Varma,"Dr. Rajasekhar, Nandita Swetha, Adah Sharma, Ashutosh Rana, Siddhu Jonnalagadda, Nassar",Action Thriller
2019,JUN,Prema Janta,Nikhilesh Thogari,"Ram Praneeth, Sumaya, Uttej",Romance
2019,JUL,Burrakatha,Diamond Ratna Babu,"Aadhi, Mishti Chakraborty, Rajendra Prasad, Naira Shah",Romance
2019,JUL,KakatheeyByudu,Vijay Samudra,"Taraka Ratna, Yamini, Chippy, Vinod Kumar",Action
2019,JUL,Oh! Baby,B. V. Nandini Reddy,"Samantha Akkineni, Naga Shaurya, Rajendra Prasad, Lakshmi, Urvashi","Comedy, Fantasy, Drama"
2019,JUL,Durmargudu,Suneeth Jampa,"Zaara Khan, Vijay Krishna, Racha Ravi, Jabardast Murali.","Action, Crime, Drama"
2019,JUL,Dorasani,K. V. R. Mahendra,"Anand Devarakonda, Shivatmika Rajashekar, Kishore, Vinay Varma",Romantic drama
2019,JUL,KS100,Sher,"Sameer Khan, Shraddha Sharma, Sunita Pandey",Horror drama
2019,JUL,Ninu Veedani Needanu Nene,Caarthick Raju,"Sundeep Kishan, Anya Singh, Vennela Kishore, Murali Sharma, Posani Krishna Murali, Rahul Ramakrishna",Romantic thriller
2019,JUL,Marketlo Prajaswamyam,R. Narayana Murthy,"R. Narayana Murthy, Madhavi",Drama
2019,JUL,Rajdhoot,Arjun Gunnala,"Meghamsh Srihari, Nakshatra, Ravi Varma, Kota Srinivasa Rao, Manobala",Action
2019,JUL,iSmart Shankar,Puri Jagannadh,"Ram Pothineni, Nidhhi Agerwal, Nabha Natesh, Satyadev Kancharana, Ashish Vidyarthi, Shayaji Shinde",Sci- Fi Action
2019,JUL,Dear Comrade,Bharat Kamma,"Vijay Devarakonda, Rashmika Mandanna, Shruti Ramachandran","Action, Romance, Drama"
2019,JUL,Nenu Lenu,Ram Kumar A.S.K,"Harshith Koditham, Sri Padma",Romance
2019,JUL,Bailampudi,Anil Raj,"Harish Vinay, Tanishq Tiwari",Drama
2019,JUN,Voter,G. S. Karthik,"Manchu Vishnu, Surabhi, Sampath Raj, Nassar, Posani Krishna Murali",Action drama
2019,JUN,Special - The Story of a Mind Reader,Vastav,"Ajay, Ranga, Akshatha, Jabardasth Appa Rao",Thriller drama
2019,JUN,Mallesham,Raj. R,"Priyadarshi Pulikonda, Ananya Nagalla, Chakrapani Ananda, Jagadish Pratap Bhandari",Drama
2019,JUN,Agent Sai Srinivasa Athreya,Swaroop RSJ,"Naveen Polishetty, Shruthi Sharma, Darbha Appaji Ambarisha",Comedy Thriller
2019,APR,Duppatlo Minnagu,Yandamuri Veerendranath,"Naveen Thirthahalli, Chirashree Anchan",Action drama
2019,MAY,Nuvvu Thopu Raa,B. Harinath Babu,"Sudhakar Komakula, Nithya Shetty, Nirosha",Action drama
2019,MAY,Okate Life,M. Venkat,"Jithan Ramesh, Shruti Yugal, Suman, Nalla Venu",Drama
2019,MAY,Rangu Paduddi,S. Shyam Prasad,"Ali, Raghu Babu, Dhanraj, Suman Shetty",Horror drama
2019,MAY,Maharshi,Vamsi Paidipally,"Mahesh Babu, Pooja Hegde, Allari Naresh, Jagapathi Babu, Prakash Raj",Action Drama
2019,MAY,Enthavaraalaina,Guru Chindepalli,"Advaith, Zaheeda Syam",Horror drama
2019,MAY,Romantic Criminals,P. Sunil Kumar Reddy,"Manoj Nandhan, Avantika Munni, Divya Vijju, K. Vinay",Comedy drama
2019,MAY,Swayamvadha,Vivek Varma,"Aditya Alluri, Anika Rao, Dhanraj, Posani Krishna Murali",Horror Comedy
2019,AUG,Rakshasudu,Ramesh Varma,"Bellamkonda Sreenivas, Anupama Parameswaran, Rajiv Kanakala, Tanikella Bharani",Crime Action Thriller
2019,MAY,Sita,Teja,"Kajal Aggarwal, Bellamkonda Sreenivas, Sonu Sood, Mannara Chopra, Abhimanyu Singh",Romance
2019,MAY,December 31,G. Kondal Rao,"Navakanth, Seetha, Saptagiri, Nutan Prasad, Posani Krishna Murali",Drama
2019,MAY,Falaknuma Das,Vishwaksen Naidu,"Vishwaksen Naidu, Saloni Mishra, Harshita Gaur, Prashanthi Charuolingah, Tharun Bhascker Dhaassyam, Abhinav Gomatam",Action Thriller
2019,JUN,Seven,Nizar Shafi,"Havish, Nandita Swetha, Rahman, Regina Cassandra, Anisha Ambrose",Action
